id,project,bug_class,source_file,function,shape,hardness_bar_verdict,confidence_split,reason
scratch_20260617_libucl_spatial_ae9258a314,libucl,spatial,src/ucl_parser.c,ucl_maybe_parse_number,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_spatial_c282fe7512,libxml2,spatial,HTMLparser.c,htmlValidateUtf8,minimum-length-guard-deferred-read,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_spatial_f408af21e9,libxml2,spatial,HTMLparser.c,htmlValidateUtf8,minimum-length-guard-deferred-read,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_spatial_c3e7e169da,libxml2,spatial,HTMLparser.c,htmlValidateUtf8,minimum-length-guard-deferred-read,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_spatial_c1006a4efe,libxml2,spatial,HTMLparser.c,htmlParseData,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_spatial_1a46522218,libxml2,spatial,HTMLparser.c,htmlParseTryOrFinish,minimum-length-guard-deferred-read,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_spatial_d2c49b568e,libxml2,spatial,HTMLparser.c,htmlParseTryOrFinish,minimum-length-guard-deferred-read,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_spatial_d472d375b9,libxml2,spatial,buf.c,xmlBufferCreateSize,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_spatial_98d1c2d69d,libxml2,spatial,buf.c,xmlBufferGrow,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_spatial_2f93c3475c,libxml2,spatial,buf.c,xmlBufferAdd,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_spatial_96386c247d,libxml2,spatial,parser.c,xmlSBufAddChar,minimum-length-guard-deferred-read,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_spatial_a138f38b05,libxml2,spatial,parser.c,xmlCheckLanguageID,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_spatial_4f26a0b6a7,libxml2,spatial,parser.c,xmlCheckLanguageID,minimum-length-guard-deferred-read,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_spatial_26ae5ae31f,libxml2,spatial,parser.c,xmlCheckLanguageID,minimum-length-guard-deferred-read,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_spatial_49cb46d44d,libxml2,spatial,parser.c,parsed,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_spatial_e229b87042,libxml2,spatial,parser.c,parsed,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_spatial_2d1f103024,libxml2,spatial,parser.c,parsed,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_spatial_d5d3177a45,libxml2,spatial,parser.c,xmlParseCharDataInternal,minimum-length-guard-deferred-read,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_spatial_666e2576db,libxml2,spatial,parser.c,xmlParseCharDataInternal,minimum-length-guard-deferred-read,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_spatial_f1a2c4d72c,libxml2,spatial,parser.c,xmlParseCharDataComplex,minimum-length-guard-deferred-read,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_uninit_ca5f7c3289,libxml2,uninit,parserInternals.c,xmlInitNodeInfoSeq,mode-specific-field-initialization-gap,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_alloc_cf1bd331f7,libxml2,alloc,uri.c,xmlParseUriOrPath,exact-fit-allocation-slack-loss,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_doublefree_3290dad91b,libxml2,doublefree,xmlschemas.c,xmlSchemaIDCAddStateObject,ownership-transfer-source-retains-pointer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_doublefree_9bc4fc83e4,libxml2,doublefree,xmlschemas.c,return,ownership-transfer-source-retains-pointer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_doublefree_a297c5796f,libxml2,doublefree,xmlschemas.c,xmlSchemaClearValidCtxt,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_doublefree_cb2d7f72c9,libxml2,doublefree,xpath.c,xmlXPathReleaseObject,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_oniguruma_spatial_bc42276d66,oniguruma,spatial,src/regexec.c,onig_scan,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_yyjson_spatial_7ad1904738,yyjson,spatial,src/yyjson.c,dyn_malloc,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_yyjson_spatial_f39d027102,yyjson,spatial,src/yyjson.c,dyn_realloc,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_yyjson_spatial_89316d296e,yyjson,spatial,src/yyjson.c,dyn_free,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_zstd_spatial_b9b44370c1,zstd,spatial,lib/compress/huf_compress.c,last,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_cgltf_intover_07c26ee370,cgltf,intover,cgltf.h,cgltf_parse_json_extras,narrowed-size-state-for-later-sink,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_cgltf_spatial_456f66c242,cgltf,spatial,cgltf.h,jsmn_parse_string,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_expat_uninit_742f9834e6,expat,uninit,lib/xmlparse.c,parserInit,mode-specific-field-initialization-gap,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_expat_uninit_d363fd2844,expat,uninit,lib/xmlparse.c,parserInit,mode-specific-field-initialization-gap,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_expat_uninit_8bfd75511c,expat,uninit,lib/xmlparse.c,parserInit,mode-specific-field-initialization-gap,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_expat_uninit_2b00ef666e,expat,uninit,lib/xmlparse.c,parserInit,mode-specific-field-initialization-gap,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_expat_uninit_c8dedd29bc,expat,uninit,lib/xmlparse.c,parserInit,mode-specific-field-initialization-gap,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_expat_uninit_b445691079,expat,uninit,lib/xmlparse.c,parserInit,mode-specific-field-initialization-gap,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_expat_uninit_566013d9bb,expat,uninit,lib/xmlparse.c,parserInit,mode-specific-field-initialization-gap,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_expat_uninit_d1f1c81688,expat,uninit,lib/xmlparse.c,parserInit,mode-specific-field-initialization-gap,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_expat_doublefree_0babf9b629,expat,doublefree,xmlwf/xmlwf.c,cleanupUserData,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_expat_doublefree_0543ae7435,expat,doublefree,xmlwf/xmlwf.c,endDoctypeDecl,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_freetype_spatial_cef1962c76,freetype,spatial,src/base/ftstream.c,FT_Stream_ReadAt,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_freetype_spatial_90b3a44dc0,freetype,spatial,src/base/ftstream.c,FT_BASE_DEF,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_freetype_spatial_b2f6a234bb,freetype,spatial,src/bdf/bdflib.c,bdf_readstream_,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_freetype_spatial_a7c1ba7f27,freetype,spatial,src/bdf/bdflib.c,bdf_readstream_,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_freetype_spatial_f87570774b,freetype,spatial,src/cff/cffparse.c,cff_parse_integer,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_freetype_spatial_89c01145dd,freetype,spatial,src/cff/cffparse.c,cff_parse_integer,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_freetype_spatial_23971bdeb7,freetype,spatial,src/cff/cffparse.c,cff_parse_integer,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_freetype_spatial_3a5968fb38,freetype,spatial,src/cff/cffparse.c,cff_parse_real,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_freetype_spatial_9b5a9ad2ac,freetype,spatial,src/cff/cffparse.c,cff_parse_real,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_freetype_spatial_94b5b809ff,freetype,spatial,src/cff/cffparse.c,CFF_FIELD_DELTA_KIND,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_freetype_spatial_1936425411,freetype,spatial,src/pcf/pcfread.c,pcf_read_TOC,minimum-length-guard-deferred-read,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_freetype_spatial_39a3f5b3eb,freetype,spatial,src/pfr/pfrgload.c,pfr_glyph_start,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_freetype_spatial_45163787a2,freetype,spatial,src/pfr/pfrsbit.c,pfr_bitwriter_decode_rle1,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_freetype_spatial_e8a2692d1f,freetype,spatial,src/pfr/pfrsbit.c,pfr_bitwriter_decode_rle2,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_freetype_spatial_4ba35f9722,freetype,spatial,src/psaux/psconv.c,PS_Conv_ASCIIHexDecode,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_freetype_spatial_2bff1e4b65,freetype,spatial,src/psaux/psft.c,cf2_getBlueMetrics,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_freetype_spatial_77ff01b780,freetype,spatial,src/psaux/psintrp.c,cvi,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_freetype_alloc_846d0683d9,freetype,alloc,src/type1/t1load.c,parse_blend_axis_types,exact-fit-allocation-slack-loss,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_frozen_spatial_bc6cbb35b4,frozen,spatial,frozen.c,json_printer_buf,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_frozen_spatial_78c8390480,frozen,spatial,frozen.c,f,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_heatshrink_spatial_ac0b4263b6,heatshrink,spatial,heatshrink.c,handle_read,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_jsmn_spatial_3ff406404e,jsmn,spatial,jsmn.h,jsmn_parse_string,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_json_c_spatial_db5046c2d3,json-c,spatial,arraylist.c,array_list_get_idx,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_json_c_spatial_675e3e0060,json-c,spatial,arraylist.c,array_list_shrink,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_json_c_spatial_8202834e8d,json-c,spatial,arraylist.c,array_list_insert_idx,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_json_c_spatial_2675348db7,json-c,spatial,arraylist.c,array_list_del_idx,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_json_c_spatial_4a1f2db2a2,json-c,spatial,json_pointer.c,json_pointer_get_single_path,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_json_c_spatial_0d80a6b0ed,json-c,spatial,linkhash.c,lh_table_insert_w_hash,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_json_c_spatial_028bed3710,json-c,spatial,printbuf.c,printbuf_extend,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libpng_doublefree_cc3fe08574,libpng,doublefree,png.c,png_free_data,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libpng_doublefree_247f27d736,libpng,doublefree,png.c,png_free_data,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libpng_doublefree_654ce02b28,libpng,doublefree,png.c,png_free_data,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libpng_doublefree_c4b14eb049,libpng,doublefree,png.c,png_free_data,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libpng_doublefree_0c61b5b756,libpng,doublefree,png.c,png_destroy_gamma_table,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libpng_doublefree_ac408b7df4,libpng,doublefree,png.c,png_destroy_gamma_table,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libpng_doublefree_2df930e80f,libpng,doublefree,png.c,png_destroy_gamma_table,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libpng_doublefree_3a58ff5529,libpng,doublefree,png.c,png_destroy_gamma_table,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libpng_doublefree_a0862ab09d,libpng,doublefree,png.c,png_destroy_gamma_table,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libpng_spatial_9617597353,libpng,spatial,pngread.c,png_image_memory_read,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libpng_doublefree_e342f9e4a3,libpng,doublefree,pngset.c,png_set_sCAL_s,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libtiff_doublefree_0e9ee23180,libtiff,doublefree,libtiff/tif_dir.c,setExtraSamples,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libtiff_doublefree_ed78208ca5,libtiff,doublefree,libtiff/tif_dir.c,_TIFFVSetField,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libtiff_doublefree_2be9842b5e,libtiff,doublefree,libtiff/tif_dir.c,return,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libtiff_doublefree_980bb0db5f,libtiff,doublefree,libtiff/tif_getimage.c,TIFFRGBAImageEnd,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libtiff_doublefree_3811a6cb9c,libtiff,doublefree,libtiff/tif_getimage.c,TIFFRGBAImageEnd,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libtiff_doublefree_281c08526c,libtiff,doublefree,libtiff/tif_getimage.c,TIFFRGBAImageEnd,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libtiff_doublefree_e9a5bc8b8f,libtiff,doublefree,libtiff/tif_getimage.c,TIFFRGBAImageEnd,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libtiff_doublefree_546df50af3,libtiff,doublefree,libtiff/tif_getimage.c,TIFFRGBAImageEnd,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libtiff_doublefree_903e6fb743,libtiff,doublefree,libtiff/tif_getimage.c,TIFFRGBAImageEnd,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libtiff_doublefree_f6e3eb4435,libtiff,doublefree,libtiff/tif_getimage.c,TIFFRGBAImageEnd,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libtiff_doublefree_3409d4abb1,libtiff,doublefree,libtiff/tif_jpeg.c,JPEGCleanup,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libtiff_uninit_6fc1162b76,libtiff,uninit,libtiff/tif_read.c,TIFFReadAndRealloc,mode-specific-field-initialization-gap,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libtiff_spatial_ea99d9db13,libtiff,spatial,libtiff/tif_read.c,TIFFReadEncodedStrip,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libtiff_spatial_d598fe2f57,libtiff,spatial,libtiff/tif_read.c,TIFFReadEncodedTile,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_intover_96233d857d,libxml2,intover,HTMLtree.c,htmlParseMetaEncoding,narrowed-size-state-for-later-sink,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_intover_7e9a7fb424,libxml2,intover,HTMLtree.c,htmlParseMetaEncoding,narrowed-size-state-for-later-sink,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_alloc_611d1db6ce,libxml2,alloc,HTMLtree.c,htmlUpdateMetaEncoding,exact-fit-allocation-slack-loss,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_uninit_d8ff2c62d7,libxml2,uninit,parser.c,xmlSBufInit,mode-specific-field-initialization-gap,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_uninit_ad56407a8c,libxml2,uninit,parser.c,xmlSBufInit,mode-specific-field-initialization-gap,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_uninit_88a8d410e7,libxml2,uninit,parser.c,xmlSBufInit,mode-specific-field-initialization-gap,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_doublefree_b9fadbdfdb,libxml2,doublefree,parser.c,xmlCtxtReset,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_doublefree_0d3adab4db,libxml2,doublefree,python/libxml.c,libxml_xmlNodeRemoveNsDef,ownership-transfer-source-retains-pointer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_doublefree_18f78b05f0,libxml2,doublefree,relaxng.c,xmlRelaxNGValidErrorPop,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_doublefree_6aeb4858f9,libxml2,doublefree,relaxng.c,xmlRelaxNGValidErrorPop,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_doublefree_a9953ad9b9,libxml2,doublefree,relaxng.c,xmlRelaxNGPopErrors,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libxml2_doublefree_0c47e4a220,libxml2,doublefree,relaxng.c,xmlRelaxNGPopErrors,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_md4c_spatial_108e6f50e8,md4c,spatial,src/md4c.c,md_scan_for_html_closer,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_md4c_spatial_e4d43ace92,md4c,spatial,src/md4c.c,md_scan_for_html_closer,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_md4c_spatial_9bb2da9b18,md4c,spatial,src/md4c.c,md_link_label_cmp_load_fold_info,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
